id_fatura,id_pedido,data_emissao,data_vencimento,valor_fatura,status_fatura,dias_em_atraso
24661,22745,2022-11-28,2022-12-12,656.42,paga,0
24662,68948,2025-05-24,2025-06-14,1253.42,aberta,0
24663,108405,2025-03-26,2025-04-16,1043.29,paga,0
24664,85590,2023-03-28,2023-04-04,971.74,paga,0
24665,72263,2025-05-07,2025-05-21,957.8,paga,0
24666,62322,2024-10-25,2024-10-25,1043.06,paga,0
24667,101946,2022-04-24,2022-05-24,491.21,aberta,0
24668,60397,2022-02-05,2022-02-12,540.18,paga,0
24669,86612,2022-08-21,2022-09-04,441.2,atrasada,3
24670,39204,2024-04-09,2024-04-30,969.26,paga,0
24671,29391,2025-08-11,2025-08-18,1797.94,paga,0
24672,54433,2024-12-24,2024-12-31,951.24,paga,0
24673,66367,2022-10-16,2022-11-06,1878.97,aberta,0
24674,60855,2023-05-26,2023-06-25,758.77,paga,0
24675,58327,2022-11-07,2022-12-07,865.08,atrasada,7
24676,13947,2024-06-11,2024-06-18,871.88,aberta,0
24677,47483,2022-11-25,2022-12-16,289.56,paga,0
24678,61229,2024-05-05,2024-05-26,638.28,paga,0
24679,7024,2025-04-26,2025-05-03,1625.63,aberta,0
24680,23141,2024-02-22,2024-03-23,855.94,paga,0
24681,93144,2024-04-15,2024-04-15,843.3,paga,0
24682,24520,2024-09-13,2024-09-27,1312.23,paga,0
24683,108845,2023-12-11,2023-12-18,117.39,paga,0
24684,43621,2025-01-24,2025-01-31,527.89,paga,0
24685,116656,2022-02-19,2022-03-05,1267.95,paga,0
24686,71194,2024-08-02,2024-09-01,854.44,atrasada,15
24687,17526,2024-11-16,2024-12-16,543.35,paga,0
24688,77760,2024-07-01,2024-07-31,351.83,aberta,0
24689,92405,2023-08-26,2023-09-09,808.84,paga,0
24690,11114,2023-07-09,2023-07-30,370.67,aberta,0
24691,3590,2023-02-16,2023-03-18,671.47,paga,0
24692,34839,2023-05-07,2023-05-28,831.94,paga,0
24693,38791,2023-11-19,2023-12-03,940.39,paga,0
24694,75585,2023-04-14,2023-04-28,1031.71,paga,0
24695,70152,2025-09-08,2025-09-29,278.39,aberta,0
24696,43043,2023-06-25,2023-07-09,1424.65,paga,0
24697,102666,2023-08-02,2023-08-23,1098.79,paga,0
24698,72674,2023-08-19,2023-09-09,459.78,aberta,0
24699,50498,2025-01-31,2025-02-21,192.66,aberta,0
24700,41827,2022-12-19,2023-01-02,461.54,paga,0
24701,58916,2023-07-28,2023-08-27,726.44,paga,0
24702,111365,2022-05-03,2022-06-02,795.99,paga,0
24703,78667,2023-02-08,2023-03-10,286.64,paga,0
24704,111559,2025-02-25,2025-03-18,623.72,aberta,0
24705,32668,2024-02-14,2024-02-28,965.02,paga,0
24706,20171,2024-06-20,2024-07-11,410.81,paga,0
24707,106870,2023-08-17,2023-09-07,253.49,paga,0
24708,3885,2025-03-09,2025-03-23,2440.06,paga,0
24709,60439,2022-02-09,2022-03-02,1416.67,paga,0
24710,66853,2023-08-11,2023-09-01,1024.03,paga,0
24711,53258,2023-05-04,2023-05-18,1049.99,aberta,0
24712,92537,2024-10-29,2024-11-19,288.42,paga,0
24713,95016,2025-03-16,2025-03-23,849.85,paga,0
24714,91079,2025-05-05,2025-06-04,406.23,aberta,0
24715,4899,2023-10-12,2023-10-26,449.5,paga,0
24716,55249,2023-05-13,2023-06-03,866.63,aberta,0
24717,70092,2023-10-04,2023-11-03,848.53,paga,0
24718,94946,2022-03-02,2022-03-23,883.76,atrasada,7
24719,91185,2024-01-07,2024-01-21,907.88,paga,0
24720,46900,2022-04-18,2022-05-09,661.17,aberta,0
24721,99938,2022-04-12,2022-05-12,1266.96,paga,0
24722,23183,2025-04-10,2025-05-10,192.62,aberta,0
24723,91422,2025-08-18,2025-08-25,486.52,paga,0
24724,11070,2022-05-21,2022-05-28,860.02,paga,0
24725,109875,2022-04-27,2022-05-04,555.83,paga,0
24726,61644,2023-01-07,2023-01-07,1123.11,paga,0
24727,24440,2025-09-30,2025-10-30,383.34,atrasada,3
24728,50779,2023-05-03,2023-05-17,506.65,paga,0
24729,112086,2025-01-03,2025-01-24,1570.28,paga,0
24730,64654,2023-01-18,2023-02-17,1379.62,paga,0
24731,30170,2024-01-06,2024-01-27,549.08,paga,0
24732,11262,2022-07-27,2022-08-17,729.75,paga,0
24733,50882,2022-03-28,2022-04-04,370.01,paga,0
24734,66771,2024-10-09,2024-10-30,293.86,paga,0
24735,17867,2024-04-19,2024-04-19,781.58,paga,0
24736,51197,2024-10-05,2024-10-19,571.79,aberta,0
24737,114260,2022-03-28,2022-04-04,1103.49,paga,0
24738,115335,2024-10-23,2024-11-22,351.03,paga,0
24739,38396,2024-04-11,2024-04-11,381.89,paga,0
24740,96552,2022-06-30,2022-07-21,457.22,atrasada,7
24741,43955,2025-06-24,2025-06-24,774.45,paga,0
24742,85419,2022-08-12,2022-09-02,832.8,aberta,0
24743,93238,2025-05-21,2025-06-20,404.98,paga,0
24744,47401,2025-08-15,2025-08-29,409.24,aberta,0
24745,33895,2024-11-22,2024-12-22,1962.62,paga,0
24746,60177,2024-05-02,2024-05-16,177.23,paga,0
24747,18659,2024-01-28,2024-02-04,952.63,aberta,0
24748,99673,2024-08-17,2024-08-31,1703.85,atrasada,7
24749,119381,2023-11-11,2023-12-11,776.07,paga,0
24750,91233,2023-08-10,2023-08-24,914.45,paga,0
24751,51358,2023-10-19,2023-11-09,3345.55,aberta,0
24752,17201,2025-03-05,2025-03-19,1172.53,atrasada,15
24753,58404,2022-11-09,2022-12-09,1085.01,paga,0
24754,109341,2022-04-18,2022-04-25,611.0,aberta,0
24755,91692,2024-07-10,2024-07-24,1465.22,paga,0
24756,89972,2023-06-19,2023-07-03,338.67,paga,0
24757,118116,2024-12-29,2024-12-29,1031.7,paga,0
24758,45422,2025-09-28,2025-10-19,296.52,paga,0
24759,4186,2024-01-01,2024-01-15,988.23,aberta,0
24760,110050,2022-12-06,2023-01-05,272.53,paga,0
24761,17303,2024-04-21,2024-05-21,563.05,aberta,0
24762,7431,2023-11-03,2023-11-24,896.69,aberta,0
24763,53161,2022-04-19,2022-04-26,342.08,paga,0
24764,66387,2023-09-20,2023-10-04,470.05,aberta,0
24765,114381,2023-04-22,2023-05-06,695.26,paga,0
24766,12536,2022-06-25,2022-07-09,887.28,paga,0
24767,16621,2025-06-12,2025-07-03,690.97,aberta,0
24768,90331,2022-02-19,2022-03-05,275.98,paga,0
24769,67480,2024-07-26,2024-07-26,674.83,paga,0
24770,112641,2024-11-14,2024-12-14,543.74,aberta,0
24771,46079,2024-12-16,2025-01-06,1048.33,aberta,0
24772,116048,2025-05-24,2025-05-31,369.96,paga,0
24773,117242,2022-06-27,2022-07-11,698.63,paga,0
24774,100247,2022-03-24,2022-03-31,636.16,paga,0
24775,113522,2022-05-04,2022-05-18,697.92,paga,0
24776,74258,2025-02-08,2025-02-22,1728.47,aberta,0
24777,88929,2024-04-12,2024-05-03,668.26,paga,0
24778,43799,2024-01-19,2024-02-18,580.51,paga,0
24779,77393,2023-08-31,2023-09-21,1608.03,paga,0
24780,3979,2025-05-24,2025-06-07,1029.27,paga,0
24781,4586,2024-12-02,2025-01-01,1247.31,paga,0
24782,38257,2022-01-21,2022-02-11,1214.54,paga,0
24783,47230,2022-09-04,2022-09-18,1054.95,paga,0
24784,71590,2025-07-24,2025-08-14,809.27,paga,0
24785,86433,2024-02-10,2024-03-11,1902.79,aberta,0
24786,34237,2023-06-03,2023-06-24,553.37,aberta,0
24787,9586,2022-09-21,2022-09-21,940.12,atrasada,7
24788,2570,2024-10-02,2024-10-23,1102.79,paga,0
24789,119261,2022-05-13,2022-05-20,943.4,paga,0
24790,45895,2024-12-02,2024-12-16,2439.97,paga,0
24791,12777,2022-12-03,2023-01-02,545.99,atrasada,1
24792,10818,2025-08-28,2025-09-18,671.45,paga,0
24793,105188,2023-08-29,2023-09-19,512.37,paga,0
24794,42823,2025-09-30,2025-10-07,445.14,paga,0
24795,27946,2024-06-02,2024-06-16,1243.98,paga,0
24796,67814,2025-04-13,2025-04-27,419.71,paga,0
24797,34916,2023-06-21,2023-07-05,583.21,atrasada,7
24798,34033,2025-09-16,2025-10-07,157.59,atrasada,1
24799,4773,2022-11-08,2022-11-29,986.75,paga,0
24800,94550,2022-10-24,2022-11-14,1175.15,paga,0
24801,106437,2024-10-12,2024-11-02,339.92,paga,0
24802,71182,2024-03-22,2024-04-05,273.47,aberta,0
24803,43947,2023-04-01,2023-04-08,1012.96,atrasada,3
24804,112110,2024-09-08,2024-09-22,667.26,paga,0
24805,105365,2022-09-16,2022-09-30,417.37,paga,0
24806,56802,2022-08-17,2022-08-31,213.43,paga,0
24807,44882,2022-02-09,2022-03-02,1681.01,atrasada,7
24808,73093,2025-02-18,2025-03-20,387.68,aberta,0
24809,64423,2023-10-25,2023-11-08,604.74,paga,0
24810,41384,2022-09-09,2022-09-30,446.87,atrasada,1
24811,39434,2023-06-29,2023-07-13,916.89,paga,0
24812,64453,2023-08-14,2023-09-13,1021.61,paga,0
24813,85868,2023-04-05,2023-04-05,582.06,paga,0
24814,9371,2024-12-29,2025-01-12,1435.37,paga,0
24815,42789,2022-04-21,2022-05-21,941.6,aberta,0
24816,18451,2022-08-08,2022-08-15,1286.49,aberta,0
24817,96839,2024-03-09,2024-03-30,469.69,paga,0
24818,52588,2025-04-29,2025-04-29,1339.73,paga,0
24819,7880,2025-01-05,2025-01-05,1099.99,paga,0
24820,6490,2025-02-08,2025-02-15,338.33,paga,0
24821,25122,2024-04-10,2024-04-10,895.85,atrasada,3
24822,35340,2023-07-20,2023-08-10,1252.53,paga,0
24823,83037,2024-12-15,2025-01-14,833.59,paga,0
24824,46437,2024-02-16,2024-02-23,261.61,paga,0
24825,112163,2022-06-17,2022-07-17,216.97,paga,0
24826,1074,2024-06-10,2024-07-01,549.57,aberta,0
24827,89846,2025-01-17,2025-01-31,283.61,paga,0
24828,69782,2023-02-16,2023-03-09,442.81,paga,0
24829,112309,2023-11-04,2023-11-25,362.92,atrasada,1
24830,12613,2022-08-08,2022-08-15,975.48,paga,0
24831,34102,2023-08-13,2023-09-12,479.6,atrasada,7
24832,117601,2022-07-16,2022-07-23,472.86,paga,0
24833,59104,2022-04-12,2022-05-03,403.89,paga,0
24834,30632,2025-08-28,2025-09-18,528.25,paga,0
24835,32676,2023-12-19,2024-01-02,555.88,atrasada,3
24836,39241,2024-09-22,2024-10-06,304.17,atrasada,3
24837,78950,2024-10-07,2024-11-06,390.49,aberta,0
24838,15077,2024-06-12,2024-07-03,1217.72,paga,0
24839,95641,2022-08-04,2022-08-25,609.69,atrasada,3
24840,28478,2023-12-28,2024-01-04,700.18,aberta,0
24841,106841,2023-09-26,2023-10-26,344.03,paga,0
24842,72614,2025-09-18,2025-10-02,162.21,paga,0
24843,110779,2022-09-19,2022-09-26,525.39,atrasada,3
24844,87617,2024-08-19,2024-09-18,252.19,paga,0
24845,53140,2023-01-31,2023-02-07,290.13,aberta,0
24846,1748,2024-03-05,2024-03-19,825.22,paga,0
24847,28791,2025-09-14,2025-09-28,858.6,paga,0
24848,55659,2022-05-02,2022-05-16,1221.11,paga,0
24849,108509,2024-09-10,2024-10-01,1408.69,paga,0
24850,60155,2022-05-10,2022-05-24,729.81,paga,0
24851,66823,2025-04-17,2025-05-08,1486.43,paga,0
24852,65931,2025-05-06,2025-05-27,943.41,paga,0
24853,69298,2023-12-07,2023-12-21,407.86,paga,0
24854,34517,2024-05-25,2024-06-15,510.08,paga,0
24855,59393,2022-05-22,2022-06-12,1380.99,aberta,0
24856,46718,2024-06-10,2024-07-01,511.52,aberta,0
24857,80801,2022-08-04,2022-08-25,522.9,paga,0
24858,51745,2025-09-29,2025-10-06,515.37,paga,0
24859,47824,2022-04-02,2022-04-23,748.81,paga,0
24860,41596,2023-01-29,2023-01-29,444.12,paga,0
24861,45625,2022-07-24,2022-07-31,837.48,paga,0
24862,16297,2023-05-06,2023-05-20,417.42,aberta,0
24863,65906,2024-05-26,2024-06-16,372.65,atrasada,1
24864,51066,2022-06-22,2022-07-13,314.96,paga,0
24865,29912,2023-06-23,2023-07-14,362.25,paga,0
24866,110973,2023-03-22,2023-04-21,415.65,paga,0
24867,38555,2023-03-18,2023-04-17,913.1,paga,0
24868,109996,2023-07-13,2023-08-03,905.7,paga,0
24869,89616,2025-01-22,2025-01-29,2226.92,paga,0
24870,88723,2023-09-06,2023-09-27,502.93,paga,0
24871,77673,2023-07-14,2023-07-28,376.64,paga,0
24872,36671,2023-03-24,2023-04-14,956.03,paga,0
24873,49092,2022-12-31,2023-01-21,560.64,paga,0
24874,88685,2024-06-03,2024-06-24,487.75,paga,0
24875,32216,2022-11-29,2022-12-13,820.55,paga,0
24876,71877,2023-01-03,2023-01-24,194.02,paga,0
24877,35844,2022-10-19,2022-10-26,571.56,paga,0
24878,14365,2022-12-14,2022-12-21,810.64,paga,0
24879,113937,2024-09-07,2024-09-28,747.34,paga,0
24880,115114,2025-03-22,2025-04-05,466.28,paga,0
24881,25541,2023-01-04,2023-02-03,896.11,aberta,0
24882,117431,2022-05-31,2022-06-30,189.39,paga,0
24883,71848,2023-01-19,2023-02-09,428.15,paga,0
24884,108284,2023-05-25,2023-06-15,657.4,atrasada,1
24885,4232,2022-07-25,2022-08-08,612.94,paga,0
24886,92730,2023-06-05,2023-06-19,853.45,paga,0
24887,10947,2023-09-18,2023-09-25,864.09,paga,0
24888,38281,2022-04-29,2022-05-20,1337.41,atrasada,1
24889,115923,2025-08-30,2025-09-29,776.59,aberta,0
24890,4035,2023-12-15,2024-01-05,1932.51,paga,0
24891,56876,2022-02-04,2022-02-11,692.58,paga,0
24892,92755,2024-04-26,2024-05-17,218.02,paga,0
24893,80145,2025-07-09,2025-08-08,256.74,aberta,0
24894,17385,2023-03-09,2023-03-23,1040.07,paga,0
24895,2969,2022-11-22,2022-12-13,465.41,paga,0
24896,69093,2024-02-10,2024-02-24,372.24,aberta,0
24897,118480,2025-07-19,2025-08-09,400.99,aberta,0
24898,107018,2024-07-08,2024-07-15,1506.65,paga,0
24899,24889,2025-05-11,2025-06-01,826.8,paga,0
24900,91342,2023-10-12,2023-10-26,1114.36,paga,0
24901,88895,2022-06-01,2022-06-15,604.26,atrasada,1
24902,24223,2024-02-25,2024-03-17,408.19,paga,0
24903,34732,2023-05-24,2023-06-14,510.16,paga,0
24904,64367,2022-11-20,2022-12-11,396.61,atrasada,3
24905,101805,2023-09-27,2023-10-18,1150.34,paga,0
24906,60619,2025-06-28,2025-07-28,669.32,paga,0
24907,14089,2025-06-23,2025-06-30,327.68,paga,0
24908,79849,2022-06-02,2022-07-02,1080.85,aberta,0
24909,68269,2023-07-22,2023-08-05,741.87,paga,0
24910,75803,2024-08-01,2024-08-08,444.61,paga,0
24911,56993,2024-01-29,2024-02-19,456.73,paga,0
24912,9541,2022-08-01,2022-08-31,749.31,paga,0
24913,50504,2024-10-03,2024-10-24,753.82,paga,0
24914,71115,2025-07-16,2025-07-16,427.04,aberta,0
24915,105926,2024-04-11,2024-05-11,1071.71,paga,0
24916,70221,2023-08-06,2023-09-05,941.1,paga,0
24917,41013,2022-07-31,2022-08-21,712.41,aberta,0
24918,50371,2022-07-20,2022-08-19,1600.98,paga,0
24919,56431,2024-12-13,2025-01-12,2328.13,aberta,0
24920,33211,2025-06-04,2025-07-04,493.61,paga,0
24921,43228,2022-11-25,2022-12-16,300.38,paga,0
24922,91368,2023-05-28,2023-06-27,1277.5,paga,0
24923,92844,2023-01-03,2023-01-10,1344.53,aberta,0
24924,191,2025-09-09,2025-09-23,861.25,aberta,0
24925,32865,2023-03-23,2023-04-06,792.21,paga,0
24926,50738,2022-04-20,2022-05-20,1246.58,paga,0
24927,105469,2022-12-16,2022-12-23,1191.42,aberta,0
24928,79573,2024-11-14,2024-11-28,984.04,paga,0
24929,9144,2023-10-04,2023-10-18,518.22,paga,0
24930,117573,2024-01-19,2024-02-09,806.88,paga,0
24931,26867,2025-01-29,2025-02-28,833.67,atrasada,1
24932,75250,2024-01-04,2024-01-18,348.15,aberta,0
24933,96730,2024-08-14,2024-09-04,529.27,aberta,0
24934,21749,2023-05-01,2023-05-08,306.05,aberta,0
24935,69573,2022-10-25,2022-11-01,357.55,aberta,0
24936,8529,2025-06-18,2025-07-09,398.6,paga,0
24937,41389,2023-08-28,2023-09-04,302.92,aberta,0
24938,60858,2025-09-18,2025-10-02,1177.87,aberta,0
24939,50528,2024-09-24,2024-10-15,919.93,paga,0
24940,106753,2022-04-26,2022-05-26,770.78,paga,0
24941,58552,2023-10-27,2023-11-17,286.49,paga,0
24942,25885,2023-12-16,2023-12-30,729.9,paga,0
24943,106119,2023-01-16,2023-01-30,732.47,atrasada,7
24944,49734,2024-09-10,2024-10-01,206.94,paga,0
24945,43261,2024-02-03,2024-02-24,472.06,paga,0
24946,76895,2023-08-22,2023-09-12,1625.64,aberta,0
24947,42628,2022-04-16,2022-05-16,616.03,paga,0
24948,3653,2023-09-30,2023-10-21,476.51,paga,0
24949,67031,2024-07-26,2024-08-09,835.96,aberta,0
24950,65199,2024-08-14,2024-09-13,1423.39,atrasada,1
24951,92623,2024-11-27,2024-12-04,479.33,atrasada,1
24952,7373,2023-12-27,2023-12-27,786.5,paga,0
24953,37421,2024-03-11,2024-03-25,2309.19,paga,0
24954,50961,2024-01-26,2024-02-16,302.11,atrasada,7
24955,16489,2023-03-24,2023-03-31,1545.15,paga,0
24956,80998,2025-02-25,2025-03-18,314.52,paga,0
24957,71823,2024-10-05,2024-10-19,1226.83,paga,0
24958,2817,2024-09-20,2024-10-20,776.36,aberta,0
24959,23439,2024-02-26,2024-03-11,814.19,atrasada,1
24960,86270,2024-11-17,2024-12-08,571.39,aberta,0
24961,57688,2025-06-18,2025-07-09,2607.25,aberta,0
24962,101887,2024-04-05,2024-04-19,991.39,paga,0
24963,113627,2023-07-11,2023-08-01,786.24,aberta,0
24964,86388,2024-02-13,2024-03-05,484.74,aberta,0
24965,97283,2023-06-22,2023-06-29,754.46,atrasada,1
24966,69355,2025-03-26,2025-04-09,1173.15,aberta,0
24967,119751,2024-06-01,2024-06-22,357.18,aberta,0
24968,85617,2023-07-27,2023-08-17,1108.47,paga,0
24969,24863,2023-02-19,2023-03-05,711.09,paga,0
24970,98971,2025-07-30,2025-08-20,331.59,paga,0
24971,119985,2024-02-04,2024-02-18,545.08,aberta,0
24972,91176,2024-04-10,2024-04-17,818.24,aberta,0
24973,37940,2024-10-22,2024-10-29,167.55,paga,0
24974,80950,2022-12-13,2023-01-03,1431.83,paga,0
24975,13664,2024-05-10,2024-05-17,438.46,paga,0
24976,76865,2022-09-04,2022-09-18,784.0,paga,0
24977,46391,2025-07-05,2025-07-12,2182.87,paga,0
24978,118681,2025-01-06,2025-01-13,541.39,paga,0
24979,42999,2022-09-20,2022-09-27,546.86,atrasada,3
24980,38935,2022-12-20,2023-01-10,624.92,paga,0
24981,93069,2023-04-08,2023-04-29,1312.24,aberta,0
24982,95834,2024-12-17,2024-12-24,533.1,aberta,0
24983,85408,2025-07-27,2025-08-03,563.67,paga,0
24984,1532,2023-09-29,2023-10-06,244.11,atrasada,3
24985,107112,2024-10-23,2024-11-13,1849.34,aberta,0
24986,95515,2022-12-14,2023-01-13,1089.43,atrasada,1
24987,118762,2025-08-01,2025-08-15,134.43,paga,0
24988,92058,2023-10-08,2023-10-29,1071.24,paga,0
24989,35480,2024-04-30,2024-05-07,643.38,paga,0
24990,13292,2022-06-27,2022-07-18,967.96,atrasada,30
24991,65109,2024-06-10,2024-07-01,800.85,aberta,0
24992,24736,2023-11-03,2023-11-24,397.73,paga,0
24993,57853,2022-09-04,2022-09-18,2189.93,paga,0
24994,119403,2023-07-04,2023-07-11,953.32,paga,0
24995,34416,2022-04-11,2022-04-25,715.35,paga,0
24996,82475,2024-01-25,2024-02-24,733.68,paga,0
24997,37032,2025-07-24,2025-08-07,521.61,paga,0
24998,50140,2022-05-29,2022-06-12,180.78,paga,0
24999,49514,2023-01-23,2023-02-06,667.97,atrasada,1
25000,64470,2024-04-22,2024-05-06,1008.3,aberta,0
25001,21004,2022-11-30,2022-12-14,848.17,paga,0
25002,32753,2022-06-23,2022-07-14,2218.41,paga,0
25003,25889,2025-09-22,2025-10-13,506.23,paga,0
25004,23678,2024-06-30,2024-07-14,538.88,paga,0
25005,57669,2022-10-15,2022-11-05,695.87,paga,0
25006,94578,2024-03-11,2024-03-25,425.18,paga,0
25007,76218,2025-04-15,2025-04-29,1037.07,paga,0
25008,27687,2024-06-14,2024-07-05,1107.23,atrasada,3
25009,104698,2025-02-18,2025-03-11,266.71,aberta,0
25010,10651,2022-04-26,2022-05-10,980.51,aberta,0
25011,110962,2024-01-22,2024-02-21,435.16,aberta,0
25012,64774,2022-07-22,2022-08-12,416.75,paga,0
25013,107818,2022-03-24,2022-03-31,1346.74,paga,0
25014,103774,2025-05-17,2025-06-07,726.69,paga,0
25015,51805,2023-12-23,2024-01-13,1981.85,aberta,0
25016,8306,2024-01-14,2024-02-04,2199.54,paga,0
25017,26132,2023-09-20,2023-10-11,1203.43,paga,0
25018,68943,2024-03-08,2024-03-29,540.49,paga,0
25019,10557,2024-09-20,2024-10-04,1265.46,paga,0
25020,50314,2024-08-24,2024-09-07,1549.13,paga,0
25021,64516,2025-01-05,2025-01-26,342.05,paga,0
25022,41456,2022-04-18,2022-05-18,566.29,paga,0
25023,5882,2024-12-01,2024-12-08,1060.91,paga,0
25024,33035,2023-07-04,2023-07-11,2383.86,atrasada,1
25025,84695,2022-02-12,2022-02-19,390.32,aberta,0
25026,97999,2025-01-11,2025-01-11,1059.42,paga,0
25027,113092,2023-08-08,2023-08-29,657.65,paga,0
25028,10233,2022-08-06,2022-09-05,735.51,atrasada,15
25029,112260,2022-08-17,2022-09-07,257.63,paga,0
25030,47873,2023-10-28,2023-11-27,390.37,aberta,0
25031,19477,2022-11-24,2022-12-24,116.28,aberta,0
25032,48977,2024-06-29,2024-07-13,2938.21,aberta,0
25033,61836,2023-08-25,2023-09-01,443.65,aberta,0
25034,25719,2024-07-30,2024-08-20,428.57,paga,0
25035,75487,2022-09-21,2022-10-12,606.1,paga,0
25036,84878,2023-08-13,2023-09-03,254.63,paga,0
25037,30028,2022-12-06,2023-01-05,481.46,paga,0
25038,39907,2022-02-25,2022-03-18,1123.31,atrasada,3
25039,8968,2022-06-08,2022-06-22,1594.28,aberta,0
25040,119324,2025-06-26,2025-07-10,784.3,paga,0
25041,30309,2022-07-15,2022-07-22,382.39,paga,0
25042,110487,2022-11-30,2022-12-30,1432.24,atrasada,3
25043,101393,2023-02-01,2023-02-22,513.57,aberta,0
25044,40185,2025-04-11,2025-04-25,1495.57,paga,0
25045,36648,2023-03-31,2023-04-21,1332.08,paga,0
25046,91365,2024-10-12,2024-11-02,575.86,paga,0
25047,92571,2025-09-22,2025-10-13,307.33,paga,0
25048,45210,2023-10-14,2023-10-28,687.94,paga,0
25049,18270,2023-01-17,2023-02-07,1093.68,paga,0
25050,21451,2024-01-30,2024-01-30,1137.02,paga,0
25051,39670,2024-04-15,2024-04-22,473.45,paga,0
25052,20178,2022-08-24,2022-08-31,557.87,paga,0
25053,22835,2025-06-03,2025-06-10,497.97,paga,0
25054,89632,2023-04-07,2023-04-28,353.32,aberta,0
25055,64050,2023-10-25,2023-11-15,743.65,paga,0
25056,48180,2022-12-13,2023-01-03,503.23,paga,0
25057,53492,2024-10-31,2024-11-21,236.9,paga,0
25058,36102,2024-01-26,2024-02-09,450.53,atrasada,7
25059,71306,2025-08-05,2025-09-04,956.51,paga,0
25060,28235,2025-04-30,2025-05-14,937.78,paga,0
25061,32030,2022-10-16,2022-10-23,565.39,aberta,0
25062,16899,2025-03-03,2025-03-10,2555.77,aberta,0
25063,98196,2024-03-20,2024-04-10,333.53,paga,0
25064,2990,2025-03-14,2025-03-14,1295.76,aberta,0
25065,109399,2023-04-14,2023-05-05,341.9,aberta,0
25066,29429,2022-09-18,2022-10-18,1066.09,paga,0
25067,60468,2022-10-28,2022-11-18,356.79,aberta,0
25068,82253,2022-08-01,2022-08-08,435.35,atrasada,7
25069,108188,2023-08-02,2023-08-02,260.75,paga,0
25070,55681,2025-09-30,2025-10-30,152.75,paga,0
25071,117995,2025-05-13,2025-05-27,1565.64,paga,0
25072,24449,2022-10-27,2022-11-10,2485.75,paga,0
25073,112601,2024-11-13,2024-11-27,439.37,paga,0
25074,29931,2022-11-18,2022-11-25,517.68,paga,0
25075,50048,2025-03-05,2025-04-04,506.33,paga,0
25076,61843,2025-06-15,2025-07-15,257.12,aberta,0
25077,11975,2023-02-22,2023-03-24,510.7,paga,0
25078,109552,2023-11-22,2023-12-06,435.65,paga,0
25079,6087,2023-08-03,2023-08-17,1240.81,aberta,0
25080,50834,2022-06-06,2022-06-20,843.11,paga,0
25081,33112,2025-07-24,2025-08-14,826.15,paga,0
25082,588,2022-01-11,2022-01-25,531.06,atrasada,7
25083,93120,2022-10-10,2022-10-31,382.81,paga,0
25084,22861,2024-10-10,2024-10-24,345.25,paga,0
25085,9602,2024-12-17,2025-01-07,814.7,paga,0
25086,101417,2023-02-27,2023-03-06,409.09,paga,0
25087,61716,2023-12-20,2024-01-10,738.34,aberta,0
25088,77023,2023-09-20,2023-10-11,1380.06,paga,0
25089,110937,2025-01-01,2025-01-22,935.62,paga,0
25090,20812,2025-04-10,2025-04-17,1992.55,aberta,0
25091,37283,2022-07-05,2022-07-19,980.75,paga,0
25092,8244,2023-01-05,2023-01-12,646.95,aberta,0
25093,56750,2023-01-22,2023-02-05,926.22,paga,0
25094,101308,2023-10-10,2023-10-17,333.66,paga,0
25095,109333,2022-02-11,2022-02-25,457.14,aberta,0
25096,52933,2022-04-01,2022-04-22,2399.58,paga,0
25097,95632,2023-02-08,2023-02-08,1741.52,paga,0
25098,53606,2025-07-08,2025-08-07,377.47,paga,0
25099,71006,2023-05-17,2023-05-31,873.06,atrasada,1
25100,98064,2025-08-27,2025-09-10,584.98,paga,0
25101,46666,2024-01-12,2024-01-19,1024.12,paga,0
25102,112388,2023-12-03,2023-12-17,2944.31,paga,0
25103,97064,2025-09-11,2025-09-25,728.08,paga,0
25104,55922,2025-09-28,2025-10-12,1054.84,paga,0
25105,47186,2023-12-10,2023-12-31,1065.79,aberta,0
25106,89437,2022-09-29,2022-10-20,523.0,paga,0
25107,33599,2022-05-01,2022-05-15,774.79,paga,0
25108,57473,2023-10-29,2023-11-12,1296.22,paga,0
25109,14189,2025-09-15,2025-10-06,605.25,paga,0
25110,92105,2025-05-02,2025-05-23,487.79,paga,0
25111,31530,2025-06-22,2025-07-13,1885.44,atrasada,1
25112,95183,2023-11-30,2023-12-21,260.83,paga,0
25113,11913,2023-10-22,2023-11-21,292.58,paga,0
25114,105129,2022-01-24,2022-02-14,919.27,paga,0
25115,72087,2025-08-02,2025-09-01,565.9,paga,0
25116,86537,2024-08-10,2024-08-31,441.81,aberta,0
25117,94368,2024-06-11,2024-07-11,884.57,paga,0
25118,58537,2023-05-23,2023-06-13,1245.11,paga,0
25119,43283,2023-03-12,2023-03-12,965.29,aberta,0
25120,7124,2024-11-18,2024-12-02,1085.0,paga,0
25121,40068,2024-09-18,2024-09-25,3653.91,paga,0
25122,104678,2022-06-10,2022-07-10,572.79,paga,0
25123,34431,2023-03-21,2023-04-20,599.01,aberta,0
25124,74077,2024-04-08,2024-04-22,300.51,aberta,0
25125,31798,2024-06-21,2024-07-21,1235.7,paga,0
25126,113831,2025-05-15,2025-05-29,896.66,aberta,0
25127,117179,2024-11-12,2024-11-26,527.39,paga,0
25128,93396,2023-08-08,2023-09-07,370.62,aberta,0
25129,100468,2025-03-31,2025-04-21,501.26,paga,0
