id_pedido,id_cliente,id_vendedor,data_pedido,status_pedido
26038,20869,101,2023-05-24,em_negociacao
26039,16831,92,2025-05-19,ganho
26040,15202,87,2025-06-26,ganho
26041,15189,183,2024-11-01,ganho
26042,16525,33,2023-03-28,ganho
26043,19033,7,2025-02-22,ganho
26044,829,59,2024-11-27,ganho
26045,14072,71,2025-04-08,ganho
26046,899,23,2023-07-04,ganho
26047,7043,195,2025-07-06,ganho
26048,15917,72,2024-03-02,ganho
26049,7662,26,2023-06-17,em_negociacao
26050,19104,16,2025-03-02,ganho
26051,9696,198,2023-01-19,ganho
26052,22116,150,2024-09-21,ganho
26053,6956,61,2023-07-18,ganho
26054,24925,32,2023-01-29,ganho
26055,13671,32,2024-01-02,em_negociacao
26056,18725,89,2023-06-05,ganho
26057,2147,60,2022-04-21,ganho
26058,6427,198,2022-03-12,ganho
26059,17048,152,2024-02-01,ganho
26060,2488,44,2024-04-18,ganho
26061,6052,184,2023-03-31,ganho
26062,3043,92,2024-10-07,ganho
26063,20712,68,2024-12-02,ganho
26064,14470,57,2024-07-02,ganho
26065,22983,150,2022-09-12,ganho
26066,12494,139,2025-05-19,ganho
26067,3005,66,2024-01-15,ganho
26068,20123,44,2024-11-29,ganho
26069,6890,98,2023-06-29,ganho
26070,8236,143,2022-05-04,ganho
26071,17022,99,2025-06-15,ganho
26072,23750,23,2024-10-19,ganho
26073,19843,190,2024-05-26,ganho
26074,15655,83,2024-03-10,ganho
26075,9635,193,2025-02-12,em_negociacao
26076,17602,192,2025-09-30,ganho
26077,13651,147,2025-04-15,ganho
26078,7402,44,2024-12-04,ganho
26079,11409,24,2025-02-27,ganho
26080,23305,127,2023-11-10,ganho
26081,21992,131,2025-08-03,em_negociacao
26082,1161,73,2024-06-19,em_negociacao
26083,9763,145,2025-04-27,cancelado
26084,15113,48,2025-04-12,ganho
26085,2883,29,2023-03-06,ganho
26086,23040,183,2024-10-27,ganho
26087,14037,8,2022-07-10,em_negociacao
26088,5561,200,2022-04-06,ganho
26089,220,75,2023-07-25,ganho
26090,17377,9,2025-02-05,ganho
26091,24290,186,2024-11-23,ganho
26092,8107,11,2025-07-08,ganho
26093,23446,195,2022-03-22,em_negociacao
26094,16613,83,2024-01-08,ganho
26095,16720,48,2022-03-08,ganho
26096,16884,98,2024-05-18,ganho
26097,739,2,2024-10-09,ganho
26098,14401,156,2022-06-24,ganho
26099,5825,123,2025-09-30,em_negociacao
26100,727,20,2023-10-29,ganho
26101,17573,161,2024-04-25,em_negociacao
26102,20178,11,2024-08-03,ganho
26103,260,178,2023-04-14,ganho
26104,16650,18,2024-10-30,ganho
26105,795,194,2023-11-07,em_negociacao
26106,16495,159,2023-10-24,ganho
26107,10498,150,2022-01-16,em_negociacao
26108,18999,61,2024-08-11,em_negociacao
26109,10820,125,2024-09-25,em_negociacao
26110,424,150,2025-06-24,em_negociacao
26111,3937,172,2022-09-11,ganho
26112,19945,124,2025-04-30,ganho
26113,2696,50,2024-05-06,ganho
26114,2319,129,2024-01-26,em_negociacao
26115,3133,142,2024-04-06,ganho
26116,5255,130,2024-02-13,ganho
26117,12669,2,2024-05-18,ganho
26118,10718,199,2024-09-26,ganho
26119,19309,131,2024-08-09,ganho
26120,2712,107,2025-01-12,ganho
26121,16404,22,2025-04-15,ganho
26122,20485,51,2023-08-06,ganho
26123,18050,183,2022-07-15,ganho
26124,21242,150,2024-03-01,ganho
26125,1101,21,2023-04-07,cancelado
26126,2069,36,2025-08-01,ganho
26127,17411,80,2025-05-20,ganho
26128,693,50,2024-07-12,cancelado
26129,17021,60,2025-01-26,ganho
26130,18997,44,2024-02-01,ganho
26131,2486,103,2024-06-10,em_negociacao
26132,19528,182,2022-06-27,em_negociacao
26133,13262,86,2023-09-20,ganho
26134,21382,35,2024-06-03,ganho
26135,7128,122,2025-04-03,cancelado
26136,12253,104,2025-04-19,ganho
26137,17178,25,2023-08-28,ganho
26138,418,123,2023-03-17,ganho
26139,5573,139,2025-03-31,cancelado
26140,1762,98,2025-05-06,ganho
26141,22890,165,2024-01-22,ganho
26142,6861,180,2022-05-01,ganho
26143,8197,134,2022-04-18,em_negociacao
26144,3541,84,2025-07-21,ganho
26145,12763,165,2025-02-10,em_negociacao
26146,20696,30,2024-01-26,ganho
26147,2855,42,2024-11-10,em_negociacao
26148,14704,111,2024-05-13,em_negociacao
26149,7733,79,2023-11-26,ganho
26150,3336,192,2022-02-02,em_negociacao
26151,23748,30,2025-08-02,em_negociacao
26152,24996,58,2022-01-07,ganho
26153,5190,130,2024-06-08,ganho
26154,11871,161,2024-12-26,cancelado
26155,15173,4,2022-08-18,ganho
26156,12140,44,2022-08-24,em_negociacao
26157,23686,28,2024-06-04,ganho
26158,14466,84,2023-06-25,ganho
26159,12545,142,2024-02-10,ganho
26160,18973,1,2025-06-01,cancelado
26161,8279,140,2023-10-06,ganho
26162,16110,199,2025-07-04,ganho
26163,4843,96,2024-08-07,ganho
26164,10130,15,2024-10-15,ganho
26165,23667,50,2024-08-30,ganho
26166,12153,105,2023-09-26,ganho
26167,20176,180,2022-11-28,ganho
26168,996,103,2025-09-11,ganho
26169,21526,14,2025-03-08,ganho
26170,2056,156,2023-12-10,ganho
26171,18454,199,2023-12-13,ganho
26172,24653,138,2022-04-07,ganho
26173,13085,3,2024-12-26,em_negociacao
26174,20560,22,2023-12-10,em_negociacao
26175,3722,200,2025-08-12,em_negociacao
26176,20398,195,2022-03-23,ganho
26177,7152,61,2022-12-10,ganho
26178,12687,102,2023-08-11,ganho
26179,3964,109,2025-09-29,ganho
26180,2681,138,2025-07-11,ganho
26181,5658,28,2024-12-06,ganho
26182,13452,73,2022-12-08,ganho
26183,12307,122,2023-05-02,ganho
26184,49,88,2022-10-30,ganho
26185,13551,137,2024-04-17,em_negociacao
26186,9960,50,2022-03-14,em_negociacao
26187,16787,37,2023-05-17,ganho
26188,6136,53,2023-03-24,ganho
26189,21962,56,2025-02-05,ganho
26190,17115,28,2024-09-08,cancelado
26191,11543,186,2022-11-26,ganho
26192,4664,119,2023-08-14,ganho
26193,15039,88,2025-01-15,ganho
26194,12021,129,2024-01-19,ganho
26195,14272,155,2023-08-14,ganho
26196,20457,157,2022-08-17,ganho
26197,18322,70,2024-02-09,em_negociacao
26198,17251,132,2024-07-03,ganho
26199,16306,104,2024-07-24,ganho
26200,9869,11,2022-09-13,ganho
26201,11074,94,2024-11-20,ganho
26202,14244,179,2022-03-03,ganho
26203,2454,127,2023-08-22,ganho
26204,3711,56,2025-05-28,ganho
26205,23892,114,2025-09-20,ganho
26206,10375,36,2022-10-26,ganho
26207,24925,97,2023-07-09,ganho
26208,4848,179,2023-01-22,ganho
26209,21911,153,2022-05-02,ganho
26210,15988,54,2022-09-09,ganho
26211,2701,54,2022-10-14,em_negociacao
26212,24929,174,2024-09-02,ganho
26213,11141,110,2023-11-28,ganho
26214,15443,32,2025-04-02,ganho
26215,7943,168,2022-11-01,ganho
26216,21060,165,2024-06-18,ganho
26217,18298,101,2024-03-26,ganho
26218,7013,91,2025-09-25,ganho
26219,16777,26,2022-08-14,ganho
26220,21011,119,2023-09-13,ganho
26221,22361,188,2022-04-14,ganho
26222,3265,27,2023-01-09,em_negociacao
26223,9028,71,2022-12-29,ganho
26224,466,136,2022-10-21,ganho
26225,13767,152,2025-02-16,ganho
26226,1747,122,2025-02-21,em_negociacao
26227,14516,14,2024-10-12,ganho
26228,5079,49,2023-10-10,ganho
26229,2076,56,2024-02-02,ganho
26230,2013,58,2022-02-27,em_negociacao
26231,18950,75,2023-05-24,ganho
26232,23852,193,2025-02-14,em_negociacao
26233,18800,12,2024-10-16,ganho
26234,18990,177,2023-10-04,ganho
26235,11268,136,2023-03-23,ganho
26236,18775,52,2025-05-05,ganho
26237,3486,182,2024-10-04,ganho
26238,23037,88,2025-08-03,ganho
26239,11066,177,2023-01-21,cancelado
26240,2622,179,2025-03-03,ganho
26241,8758,181,2023-02-13,cancelado
26242,3864,194,2023-11-08,em_negociacao
26243,21984,194,2024-07-30,ganho
26244,19531,47,2022-09-19,ganho
26245,1438,30,2022-12-16,cancelado
26246,5755,77,2024-05-17,ganho
26247,3802,47,2022-11-03,ganho
26248,11600,170,2023-08-16,em_negociacao
26249,24299,175,2022-04-02,ganho
26250,2489,135,2022-06-15,ganho
26251,18613,39,2025-02-06,ganho
26252,12926,43,2022-06-11,em_negociacao
26253,6356,59,2022-07-05,em_negociacao
26254,22666,99,2024-04-26,ganho
26255,14055,96,2025-06-06,ganho
26256,4206,153,2023-06-17,ganho
26257,17793,44,2023-10-27,em_negociacao
26258,23611,194,2022-06-28,em_negociacao
26259,18699,123,2024-01-24,em_negociacao
26260,14996,14,2025-05-05,cancelado
26261,19276,129,2023-12-17,ganho
26262,19132,153,2024-03-28,ganho
26263,7040,200,2025-03-27,ganho
26264,22160,110,2023-03-25,cancelado
26265,9039,120,2022-09-26,em_negociacao
26266,4280,51,2024-04-07,ganho
26267,971,107,2023-04-24,ganho
26268,3715,94,2025-01-05,ganho
26269,9602,52,2024-06-16,em_negociacao
26270,20652,130,2024-10-02,em_negociacao
26271,24189,84,2023-09-17,ganho
26272,2912,65,2025-06-22,ganho
26273,19543,136,2022-08-14,ganho
26274,10229,15,2025-03-11,ganho
26275,23064,66,2022-09-08,ganho
26276,1037,137,2025-03-20,ganho
26277,13313,60,2024-05-27,ganho
26278,4485,125,2024-04-20,cancelado
26279,14443,170,2024-03-24,ganho
26280,6285,95,2022-09-13,ganho
26281,8165,159,2023-09-09,ganho
26282,11016,60,2024-11-29,cancelado
26283,13617,152,2023-09-20,ganho
26284,24497,15,2025-04-03,ganho
26285,4784,182,2024-02-19,ganho
26286,10024,172,2025-05-02,em_negociacao
26287,18092,63,2023-03-21,ganho
26288,1077,190,2022-06-21,em_negociacao
26289,22180,40,2022-02-27,em_negociacao
26290,19540,31,2024-12-23,em_negociacao
26291,18501,153,2022-10-28,ganho
26292,19399,83,2024-07-01,cancelado
26293,19230,161,2024-11-10,ganho
26294,21670,93,2023-08-31,ganho
26295,135,189,2024-07-23,ganho
26296,14411,137,2025-09-09,cancelado
26297,18171,128,2024-01-12,ganho
26298,8395,166,2022-12-04,em_negociacao
26299,5844,194,2025-08-05,ganho
26300,4385,185,2024-02-04,em_negociacao
26301,15183,198,2023-08-29,ganho
26302,836,153,2024-03-10,ganho
26303,4403,14,2023-06-04,cancelado
26304,23946,183,2025-08-26,ganho
26305,23464,195,2023-02-11,em_negociacao
26306,11779,177,2024-02-04,ganho
26307,20632,146,2025-06-22,ganho
26308,21634,109,2024-05-31,ganho
26309,18455,44,2025-05-09,ganho
26310,24618,149,2022-04-25,ganho
26311,15763,177,2024-07-15,ganho
26312,16666,99,2024-06-30,ganho
26313,8530,7,2025-05-18,em_negociacao
26314,18560,169,2022-06-25,ganho
26315,940,95,2022-06-28,ganho
26316,816,197,2024-04-13,em_negociacao
26317,5480,23,2022-10-27,ganho
26318,7588,92,2024-03-29,em_negociacao
26319,2825,7,2025-05-11,ganho
26320,22625,122,2023-07-16,ganho
26321,20990,65,2025-07-04,em_negociacao
26322,2443,135,2025-03-22,ganho
26323,5289,115,2023-10-27,ganho
26324,16472,197,2022-05-23,em_negociacao
26325,20888,115,2023-10-04,em_negociacao
26326,9248,177,2024-07-20,ganho
26327,20513,199,2022-05-26,ganho
26328,18280,30,2022-04-29,ganho
26329,4781,198,2023-11-23,ganho
26330,12193,24,2023-02-17,ganho
26331,22530,162,2022-02-09,ganho
26332,10434,149,2023-06-17,ganho
26333,6862,56,2024-11-05,em_negociacao
26334,2881,164,2024-06-09,ganho
26335,8480,149,2025-09-15,ganho
26336,22429,66,2025-05-06,em_negociacao
26337,15941,41,2022-04-06,ganho
26338,24484,123,2022-10-09,em_negociacao
26339,24473,22,2024-06-08,em_negociacao
26340,20549,194,2025-04-18,ganho
26341,3837,9,2022-06-13,ganho
26342,2484,35,2023-07-21,ganho
26343,23285,162,2023-06-19,em_negociacao
26344,13379,84,2025-09-10,ganho
26345,4601,28,2024-02-13,em_negociacao
26346,4065,89,2025-04-30,ganho
26347,10588,165,2024-07-15,em_negociacao
26348,3413,175,2023-11-10,ganho
26349,22795,131,2022-04-09,ganho
26350,6758,109,2023-05-09,ganho
26351,21053,199,2022-09-13,em_negociacao
26352,11768,20,2025-04-05,em_negociacao
26353,594,142,2023-12-27,ganho
26354,2220,94,2024-12-11,ganho
26355,13322,102,2023-03-23,ganho
26356,2807,196,2022-03-20,em_negociacao
26357,24817,57,2023-09-08,em_negociacao
26358,1569,38,2023-07-26,ganho
26359,783,101,2023-08-08,em_negociacao
26360,10237,153,2022-12-11,em_negociacao
26361,1202,62,2022-03-03,ganho
26362,1657,112,2025-07-06,ganho
26363,21286,156,2023-03-03,ganho
26364,19042,185,2022-09-02,ganho
26365,16670,198,2024-12-24,ganho
26366,9995,123,2024-10-23,ganho
26367,12361,155,2023-07-08,em_negociacao
26368,11308,115,2022-03-20,ganho
26369,12462,42,2024-06-19,ganho
26370,14033,156,2023-07-03,ganho
26371,24244,161,2025-05-29,ganho
26372,18879,87,2024-03-08,ganho
26373,10266,44,2023-05-11,ganho
26374,1307,42,2025-03-24,ganho
26375,18727,88,2024-09-18,ganho
26376,16773,130,2024-05-05,em_negociacao
26377,17893,194,2022-12-10,ganho
26378,20169,95,2024-12-20,ganho
26379,7383,181,2023-11-18,ganho
26380,5884,188,2022-06-11,ganho
26381,18142,68,2022-10-11,ganho
26382,20004,27,2024-07-08,ganho
26383,16897,179,2024-12-17,ganho
26384,17460,123,2023-08-20,em_negociacao
26385,4872,154,2023-04-23,ganho
26386,20298,141,2025-05-08,ganho
26387,9126,164,2022-08-23,em_negociacao
26388,315,145,2023-11-06,em_negociacao
26389,22332,57,2023-05-15,ganho
26390,490,83,2022-10-17,ganho
26391,15741,28,2022-04-12,cancelado
26392,6408,52,2025-08-27,ganho
26393,16418,62,2025-07-15,ganho
26394,24232,73,2025-07-29,ganho
26395,19242,89,2022-07-09,ganho
26396,19574,57,2024-08-11,cancelado
26397,13024,111,2023-03-25,ganho
26398,12229,48,2024-12-04,ganho
26399,14939,48,2025-08-30,ganho
26400,19981,26,2025-08-25,ganho
26401,4458,94,2023-05-15,ganho
26402,23925,89,2022-01-04,ganho
26403,7863,124,2022-06-07,ganho
26404,9868,31,2022-05-03,ganho
26405,6090,48,2024-09-05,ganho
26406,15105,118,2022-06-03,ganho
26407,3669,5,2025-03-30,ganho
26408,6267,195,2024-09-07,em_negociacao
26409,16263,19,2023-01-03,ganho
26410,21969,182,2022-01-20,ganho
26411,5374,124,2025-03-27,ganho
26412,24741,48,2024-12-31,ganho
26413,14273,93,2024-05-13,ganho
26414,6925,191,2024-10-26,ganho
26415,20631,101,2023-04-24,ganho
26416,20977,148,2022-03-16,ganho
26417,14649,109,2024-09-13,ganho
26418,9436,197,2024-08-16,ganho
26419,2282,35,2023-09-19,ganho
26420,1811,139,2025-01-24,ganho
26421,17952,24,2024-06-13,em_negociacao
26422,17034,56,2022-11-23,ganho
26423,24456,36,2025-04-22,ganho
26424,15732,164,2024-04-10,ganho
26425,13475,200,2023-07-22,ganho
26426,13036,67,2024-06-12,ganho
26427,10042,192,2022-07-16,ganho
26428,24273,131,2023-10-04,cancelado
26429,19888,193,2023-06-18,ganho
26430,432,26,2024-01-01,ganho
26431,8727,42,2024-08-24,ganho
26432,18074,39,2022-05-23,em_negociacao
26433,14647,150,2022-01-08,ganho
26434,9205,179,2022-05-18,em_negociacao
26435,762,33,2025-06-29,em_negociacao
26436,20503,117,2025-08-09,ganho
26437,2994,33,2024-09-25,ganho
26438,8374,102,2023-11-24,ganho
26439,21501,195,2022-02-17,ganho
26440,22957,31,2023-09-07,ganho
26441,4423,148,2025-07-17,em_negociacao
26442,759,149,2023-06-15,ganho
26443,18070,169,2022-01-17,em_negociacao
26444,10317,143,2024-11-04,ganho
26445,16742,196,2023-06-07,ganho
26446,16560,167,2023-04-15,ganho
26447,21191,33,2023-02-16,cancelado
26448,24576,162,2025-01-07,em_negociacao
26449,24147,63,2022-03-06,ganho
26450,1211,114,2022-02-08,ganho
26451,17351,61,2023-06-20,ganho
26452,7100,150,2025-09-11,ganho
26453,19931,55,2025-01-09,ganho
26454,2833,148,2025-04-25,ganho
26455,22306,25,2023-03-07,ganho
26456,17774,39,2024-07-16,ganho
26457,20105,39,2025-01-13,cancelado
26458,13095,183,2024-05-15,ganho
26459,3395,184,2022-10-29,ganho
26460,23703,116,2024-01-25,ganho
26461,12152,44,2023-03-28,ganho
26462,7848,27,2022-10-13,ganho
26463,8121,51,2022-01-31,em_negociacao
26464,1680,91,2022-08-11,em_negociacao
26465,8317,163,2024-01-02,ganho
26466,12347,59,2024-09-01,ganho
26467,16597,51,2022-07-08,em_negociacao
26468,20761,4,2025-06-23,ganho
26469,1413,161,2025-03-31,em_negociacao
26470,23937,26,2023-01-03,ganho
26471,9982,25,2024-01-17,ganho
26472,24302,104,2023-06-23,em_negociacao
26473,8174,77,2023-12-10,ganho
26474,24724,108,2023-11-22,ganho
26475,14475,45,2024-05-01,em_negociacao
26476,2148,53,2023-03-17,ganho
26477,13523,155,2024-03-08,ganho
26478,13735,87,2023-04-04,em_negociacao
26479,9580,118,2025-06-18,ganho
26480,9389,77,2023-08-05,ganho
26481,23993,42,2023-01-17,ganho
26482,4946,136,2022-12-30,ganho
26483,14116,11,2022-06-12,cancelado
26484,16298,131,2023-01-26,ganho
26485,8024,153,2024-04-21,ganho
26486,2688,57,2023-02-26,ganho
26487,3849,13,2025-05-15,em_negociacao
26488,6773,37,2024-05-27,ganho
26489,13135,108,2022-11-26,ganho
26490,24813,184,2025-04-08,ganho
26491,7638,186,2023-07-10,ganho
26492,5858,96,2022-11-08,ganho
26493,17211,1,2024-08-31,em_negociacao
26494,10506,137,2023-10-10,ganho
26495,6018,113,2023-08-20,em_negociacao
26496,12586,2,2022-05-20,ganho
26497,17255,39,2022-10-10,ganho
26498,17514,79,2023-12-22,ganho
26499,7559,55,2022-10-16,ganho
26500,22913,73,2023-08-07,ganho
26501,10377,90,2025-01-21,ganho
26502,12458,86,2022-02-26,ganho
26503,4378,29,2024-03-14,ganho
26504,6780,184,2025-01-19,em_negociacao
26505,22329,21,2022-06-09,ganho
26506,15447,191,2022-08-05,ganho
26507,259,5,2024-05-14,em_negociacao
26508,17902,100,2024-02-13,cancelado
26509,11147,52,2022-10-07,ganho
26510,9016,175,2022-08-17,em_negociacao
26511,24307,111,2024-10-08,ganho
26512,21628,2,2022-02-01,ganho
26513,13910,178,2022-07-12,ganho
26514,17598,156,2024-01-16,ganho
26515,16552,109,2022-11-08,ganho
26516,8654,189,2025-03-22,ganho
26517,16877,84,2023-01-02,ganho
26518,2960,37,2025-04-18,cancelado
26519,18428,166,2023-10-11,ganho
26520,1378,29,2023-01-25,em_negociacao
26521,2101,174,2025-02-27,em_negociacao
26522,13896,106,2022-10-24,ganho
26523,1858,195,2022-07-17,ganho
26524,6795,15,2025-06-14,ganho
26525,24691,143,2023-08-10,ganho
26526,105,194,2023-03-23,ganho
26527,11772,117,2023-02-05,ganho
26528,20525,198,2023-02-08,em_negociacao
26529,22718,171,2024-08-24,cancelado
26530,10089,167,2023-09-02,em_negociacao
26531,21481,87,2023-08-21,cancelado
26532,16369,101,2022-11-30,ganho
26533,3440,100,2024-11-30,cancelado
26534,18007,177,2025-01-13,ganho
26535,17985,137,2023-08-15,ganho
26536,14922,17,2025-05-12,em_negociacao
26537,23619,200,2022-07-14,ganho
26538,11219,56,2023-01-21,ganho
26539,4893,84,2024-05-28,ganho
26540,14159,50,2022-06-10,ganho
26541,6652,123,2022-06-25,ganho
26542,3671,110,2023-11-28,ganho
26543,18952,130,2023-11-19,ganho
26544,16344,132,2024-10-01,em_negociacao
26545,7014,140,2024-01-29,ganho
26546,21556,120,2023-03-22,em_negociacao
26547,7294,188,2025-04-16,cancelado
26548,8972,188,2023-11-03,ganho
26549,13953,197,2025-01-24,ganho
26550,19972,53,2023-01-02,ganho
26551,13534,64,2024-11-21,ganho
26552,10466,194,2025-05-29,em_negociacao
26553,19644,49,2024-07-29,ganho
26554,4193,68,2024-10-07,em_negociacao
26555,16044,23,2025-07-28,ganho
26556,24845,116,2022-09-24,ganho
26557,24467,133,2023-06-22,ganho
26558,11028,26,2025-02-05,ganho
26559,22694,186,2025-04-15,em_negociacao
26560,12479,167,2024-07-19,ganho
26561,373,73,2024-03-30,em_negociacao
26562,24388,45,2022-04-11,em_negociacao
26563,5238,72,2024-07-13,ganho
26564,22551,45,2022-10-24,em_negociacao
26565,24959,165,2022-01-04,em_negociacao
26566,10271,80,2024-10-30,ganho
26567,11212,34,2024-06-02,ganho
26568,21033,122,2023-06-26,ganho
26569,6370,66,2023-09-01,em_negociacao
26570,23097,81,2023-08-02,ganho
26571,11372,78,2025-04-13,cancelado
26572,9424,88,2025-01-22,ganho
26573,9568,30,2022-01-17,cancelado
26574,11620,184,2024-12-24,ganho
26575,16978,161,2025-06-08,em_negociacao
26576,24200,40,2024-07-14,ganho
26577,23519,55,2022-08-22,ganho
26578,5028,117,2024-02-29,em_negociacao
26579,2253,76,2022-12-28,ganho
26580,11171,16,2024-07-06,ganho
26581,23929,10,2022-09-15,em_negociacao
26582,8347,16,2025-05-22,ganho
26583,8070,86,2023-10-05,ganho
26584,3834,163,2025-09-04,ganho
26585,6720,132,2024-11-14,ganho
26586,9725,21,2023-10-21,ganho
26587,22181,54,2025-04-08,ganho
26588,23343,1,2023-10-31,em_negociacao
26589,7340,172,2024-02-12,ganho
26590,12359,42,2023-07-15,em_negociacao
26591,5200,6,2024-07-06,em_negociacao
26592,17451,36,2024-04-09,ganho
26593,19001,97,2022-05-11,ganho
26594,24810,153,2023-11-13,ganho
26595,21935,107,2023-03-26,ganho
26596,5721,188,2023-05-25,ganho
26597,15962,100,2023-05-03,ganho
26598,14200,163,2024-02-09,ganho
26599,1510,194,2025-07-24,ganho
26600,8596,71,2022-09-19,ganho
26601,19443,56,2023-10-19,ganho
26602,11484,26,2022-11-08,ganho
26603,14531,44,2024-02-09,ganho
26604,17278,119,2023-12-20,ganho
26605,8761,180,2022-12-07,ganho
26606,18788,160,2022-12-11,em_negociacao
26607,20328,161,2024-06-13,ganho
26608,23681,95,2022-02-27,cancelado
26609,22858,163,2024-07-21,ganho
26610,22636,176,2024-12-09,ganho
26611,1375,174,2023-06-18,ganho
26612,23508,25,2022-08-15,ganho
26613,17416,98,2023-08-13,ganho
26614,816,97,2024-09-02,ganho
26615,23157,90,2024-02-15,cancelado
26616,704,103,2023-09-05,ganho
26617,19527,54,2022-01-20,ganho
26618,11193,180,2023-02-02,em_negociacao
26619,11699,43,2024-06-07,ganho
26620,21731,186,2024-01-10,ganho
26621,491,100,2024-02-03,ganho
26622,15444,16,2023-12-03,ganho
26623,23299,49,2022-02-18,em_negociacao
26624,10943,97,2022-05-25,ganho
26625,18443,172,2022-09-06,ganho
26626,3130,48,2024-08-18,ganho
26627,1401,150,2025-08-17,ganho
26628,8908,123,2023-11-26,ganho
26629,12394,128,2025-03-25,ganho
26630,1642,56,2024-01-17,ganho
26631,5640,66,2025-03-17,ganho
26632,13014,14,2024-02-14,ganho
26633,212,198,2023-01-25,ganho
26634,15153,80,2022-06-10,ganho
26635,22175,135,2024-05-01,ganho
26636,5422,160,2022-09-29,em_negociacao
26637,14558,168,2025-04-15,ganho
26638,15656,93,2025-02-16,ganho
26639,24596,193,2023-03-29,ganho
26640,12930,129,2025-06-10,ganho
26641,14746,108,2025-03-26,ganho
26642,18391,13,2024-01-27,ganho
26643,1061,50,2022-02-15,ganho
26644,13532,26,2025-03-18,ganho
26645,4730,84,2024-09-27,ganho
26646,18631,131,2023-12-02,em_negociacao
26647,1851,1,2023-02-24,ganho
26648,22978,73,2022-11-21,ganho
26649,23872,184,2022-02-27,ganho
26650,14097,8,2024-05-20,ganho
26651,23515,4,2024-01-07,ganho
26652,4223,197,2022-06-05,ganho
26653,14146,154,2023-03-07,ganho
26654,24564,145,2024-03-02,cancelado
26655,10252,45,2022-10-19,ganho
26656,20980,60,2024-10-28,ganho
26657,12960,78,2023-07-19,ganho
26658,4158,81,2024-03-15,cancelado
26659,8208,191,2022-11-12,ganho
26660,18164,179,2022-04-04,ganho
26661,8069,103,2023-11-19,em_negociacao
26662,15128,28,2024-09-18,em_negociacao
26663,6389,143,2023-06-29,ganho
26664,9137,101,2024-07-02,em_negociacao
26665,2752,14,2023-07-12,ganho
26666,13870,67,2022-01-02,ganho
26667,12586,175,2024-04-09,ganho
26668,5111,150,2022-07-25,em_negociacao
26669,12376,22,2023-05-11,ganho
26670,8270,168,2024-08-18,ganho
26671,16620,110,2025-04-03,ganho
26672,20068,2,2025-09-30,ganho
26673,23169,127,2024-12-16,em_negociacao
26674,16986,90,2024-05-04,em_negociacao
26675,11290,199,2024-03-05,ganho
26676,22340,111,2025-05-31,ganho
26677,18522,141,2024-05-12,ganho
26678,3424,190,2023-10-28,ganho
26679,15568,200,2024-10-26,em_negociacao
26680,1704,121,2024-08-15,ganho
26681,1108,97,2023-07-08,ganho
26682,16049,188,2023-01-08,ganho
26683,23136,56,2022-04-29,ganho
26684,1392,47,2024-02-17,ganho
26685,20394,104,2022-10-17,ganho
26686,8766,180,2022-10-22,ganho
26687,349,78,2023-01-29,ganho
26688,1975,102,2024-09-09,ganho
26689,1051,35,2023-03-28,em_negociacao
26690,19029,70,2024-03-02,ganho
26691,4583,159,2025-09-12,cancelado
26692,17893,113,2022-08-18,ganho
26693,3360,64,2024-03-06,ganho
26694,22761,95,2024-08-06,ganho
26695,12669,62,2025-03-26,ganho
26696,23436,117,2025-03-17,ganho
26697,22835,162,2024-10-09,cancelado
26698,18712,197,2025-07-20,ganho
26699,15893,74,2022-09-22,ganho
26700,14879,136,2025-01-07,ganho
26701,5639,125,2023-07-17,ganho
26702,23277,129,2024-04-09,ganho
26703,9825,2,2023-05-09,cancelado
26704,13713,79,2024-06-05,ganho
26705,443,55,2024-10-01,ganho
26706,22824,171,2023-04-07,em_negociacao
26707,22418,186,2023-12-19,em_negociacao
26708,11317,195,2023-03-12,ganho
26709,8057,155,2022-05-28,ganho
26710,13121,185,2023-09-08,em_negociacao
26711,16980,176,2022-07-02,ganho
26712,725,198,2024-11-21,ganho
26713,4335,90,2022-12-20,ganho
26714,2669,95,2022-06-21,ganho
26715,7550,46,2024-02-06,ganho
26716,19750,69,2023-01-20,ganho
26717,6520,32,2024-03-05,ganho
26718,15616,141,2025-06-14,ganho
26719,21014,190,2024-09-17,cancelado
26720,18137,64,2023-01-21,ganho
26721,13728,28,2024-10-17,ganho
26722,22074,57,2025-08-03,ganho
26723,7757,84,2023-12-12,ganho
26724,15184,81,2023-05-28,ganho
26725,21816,9,2025-04-21,em_negociacao
26726,12015,171,2024-07-07,em_negociacao
26727,22313,68,2022-02-14,ganho
26728,8953,116,2024-12-27,ganho
26729,14479,1,2022-03-08,ganho
26730,22257,99,2024-10-14,ganho
26731,12257,80,2024-07-11,ganho
26732,21697,41,2022-05-21,em_negociacao
26733,5005,133,2022-05-26,ganho
26734,19096,25,2024-11-14,ganho
26735,22871,155,2024-08-27,ganho
26736,4701,62,2023-09-18,ganho
26737,21136,126,2025-09-18,em_negociacao
26738,22193,110,2025-07-08,ganho
26739,2848,73,2023-12-23,ganho
26740,17004,184,2022-01-21,ganho
26741,8464,123,2024-06-11,ganho
26742,9771,114,2022-03-15,em_negociacao
26743,14695,179,2025-05-10,cancelado
26744,21301,10,2022-07-19,em_negociacao
26745,5886,152,2024-03-12,cancelado
26746,7701,48,2025-01-08,ganho
26747,17825,200,2024-12-14,ganho
26748,14779,26,2024-11-11,ganho
26749,21564,17,2022-02-04,ganho
